PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
8692,2014,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,5.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,12.0,1.0,7.0,5.0,4.0,2.0,0.0,8.0,19043.0
8696,2014,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,12.0,2.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,2197.0
8697,2014,0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,5.0,2.0,6.0,0.0,0.0,7.0,10.0,2.0,0.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2058.0
8700,2014,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,12.0,2.0,1.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,11.0,2058.0
8704,2014,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,9.0,2058.0
8710,2014,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,9.0,1.0,0.0,0.0,2.0,10.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,9.0,13065.0
8711,2014,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,12.0,1.0,6.0,6.0,1.0,1.0,2.0,8.0,16070.0
8713,2014,0,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,15.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,4.0,0.0,12.0,3.0,1.0,5.0,9.0,1.0,4.0,4.0,1.0,1.0,3.0,8.0,14048.0
8715,2014,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,5.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,8157.0
8717,2014,0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,3.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,2.0,0.0,1.0,10.0,5.0,2.0,12.0,1.0,7.0,7.0,0.0,2.0,1.0,8.0,13049.0
8718,2014,0,1.0,1.0,2.0,20.0,2.0,0.0,1.0,0.0,0.0,1.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,3.0,7.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,20089.0
8720,2014,0,1.0,1.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,5.0,9.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,17150.0
8721,2014,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,9.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,5.0,9.0,1.0,5.0,5.0,0.0,0.0,3.0,8.0,14048.0
8722,2014,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,5.0,3.0,5.0,0.0,0.0,3.0,30.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,8.0,16070.0
8723,2014,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,2.0,14.0,3.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,2.0,8.0,19043.0
8727,2014,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,1.0,1.0,1.0,11.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,0.0,8.0,8157.0
8728,2014,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,1.0,3.0,7.0,1.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,1.0,2.0,10.0,9.0,2.0,9.0,1.0,4.0,4.0,2.0,1.0,1.0,8.0,14040.0
8730,2014,0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,9.0,6.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,0.0,8.0,13191.0
8731,2014,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,12.0,5.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,16001.0
8734,2014,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,4.0,0.0,7.0,6.0,1.0,4.0,9.0,1.0,5.0,5.0,0.0,0.0,1.0,8.0,14040.0
8736,2014,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,29.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,20054.0
8737,2014,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,3.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,2.0,9.0,1.0,4.0,4.0,0.0,0.0,2.0,9.0,8142.0
8739,2014,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,1.0,8.0,8074.0
8742,2014,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,8145.0
8744,2014,0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,8.0,2058.0
8748,2014,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,8.0,8038.0
8749,2014,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,2.0,2.0,10.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,4.0,8.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,8038.0
8750,2014,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,5.0,7.0,1.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,13034.0
8755,2014,0,0.0,1.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,4125.0
8757,2014,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,2.0,7.0,3.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,13151.0
8765,2014,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,3.0,5.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,2.0,8.0,14053.0
8767,2014,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,3.0,1.0,0.0,6.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13168.0
8774,2014,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,6.0,5.0,2.0,1.0,2.0,8.0,8012.0
1,2015,0,1.0,1.0,3.0,19.0,6.0,0.0,1.0,1.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,8.0,9.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,8.0,19138.0
3,2015,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,3.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,10.0,1.0,6.0,6.0,0.0,0.0,2.0,8.0,8181.0
6,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,7.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,5.0,11.0,1.0,6.0,5.0,3.0,3.0,1.0,8.0,14048.0
10,2015,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,5.0,12.0,1.0,7.0,4.0,4.0,2.0,0.0,8.0,8157.0
11,2015,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,3.0,0.0,3.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20208.0
14,2015,0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,2.0,0.0,1.0,8.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,4045.0
18,2015,0,1.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,11.0,1.0,6.0,3.0,5.0,0.0,1.0,9.0,16070.0
19,2015,0,0.0,1.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,13147.0
22,2015,0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,9.0,1.0,6.0,5.0,3.0,0.0,0.0,8.0,8126.0
23,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,7.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,6.0,14105.0
24,2015,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,1.0,0.0,2.0,1.0,10.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,8.0,8038.0
26,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,25.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,6.0,1.0,3.0,1.0,3.0,2.0,1.0,9.0,13151.0
31,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,9.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,20184.0
35,2015,0,1.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,1.0,2.0,6.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,1.0,2.0,7.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,2.0,7.0,8126.0
39,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,3.0,0.0,2.0,4.0,6.0,2.0,12.0,1.0,7.0,7.0,1.0,1.0,3.0,8.0,20082.0
40,2015,0,1.0,1.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,8.0,8145.0
42,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,19.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,14053.0
44,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,12.0,1.0,8.0,8.0,0.0,1.0,2.0,8.0,13147.0
45,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,2.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,0.0,5.0,10.0,1.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,8.0,14077.0
55,2015,0,1.0,1.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,1.0,9.0,16121.0
56,2015,0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,0.0,8.0,2180.0
57,2015,0,1.0,1.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,2.0,0.0,1.0,33.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,6.0,2.0,11.0,1.0,4.0,3.0,4.0,1.0,2.0,8.0,16001.0
58,2015,0,0.0,2.0,4.0,18.0,4.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,0.0,8.0,18002.0
59,2015,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,2.0,11.0,11182.0
61,2015,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,13.0,1.0,7.0,6.0,3.0,1.0,1.0,9.0,8028.0
62,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,8.0,8157.0
65,2015,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,3.0,5.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,1.0,8.0,8194.0
68,2015,0,1.0,1.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,5.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,10.0,2.0,8.0,1.0,4.0,1.0,4.0,1.0,1.0,9.0,17112.0
69,2015,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,0.0,9.0,7.0,4.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,1.0,8.0,14053.0
71,2015,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,3.0,0.0,2.0,10.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,8.0,4045.0
72,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,14067.0
73,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,3.0,1.0,3.0,10.0,2.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,14105.0
78,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,5.0,4.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,2.0,0.0,1.0,10.0,3.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,16086.0
80,2015,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,10.0,7.0,2.0,8.0,1.0,4.0,2.0,4.0,1.0,1.0,8.0,8038.0
85,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,8.0,2.0,23.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,13084.0
96,2015,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,2197.0
100,2015,0,1.0,2.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,3.0,5.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,4.0,0.0,3.0,10.0,7.0,2.0,11.0,1.0,4.0,1.0,5.0,2.0,1.0,8.0,14195.0
102,2015,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,8.0,4.0,6.0,2.0,0.0,4.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,3.0,1.0,5.0,2.0,4.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,14077.0
111,2015,0,1.0,2.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,7.0,8.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,13.0,2.0,7.0,7.0,0.0,0.0,0.0,8.0,13087.0
112,2015,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,3.0,8.0,1.0,47.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,6.0,2.0,3.0,4.0,1.0,4.0,10.0,1.0,5.0,5.0,1.0,1.0,2.0,8.0,8142.0
118,2015,0,0.0,2.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,5.0,9.0,1.0,4.0,2.0,4.0,2.0,0.0,6.0,20089.0
121,2015,0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,4.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,3.0,0.0,2.0,10.0,5.0,2.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,8.0,14077.0
123,2015,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,7.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,9.0,2197.0
126,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,2.0,8.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,1.0,8.0,20019.0
138,2015,0,1.0,1.0,2.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,4.0,9.0,1.0,5.0,3.0,3.0,1.0,3.0,6.0,14067.0
140,2015,0,0.0,2.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,7.0,1.0,5.0,4.0,1.0,1.0,1.0,8.0,19036.0
