PerNo,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
2885,2014,1,1.0,1.0,4.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,2.0,0.0,3.0,12.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,5.0,6.0,1.0,2.0,1.0,2.0,3.0,0.0,8.0,13151.0
2910,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,6.0,3.0,0.0,5.0,13.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,13191.0
2990,2014,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,24.0,1.0,5.0,1.0,6.0,3.0,0.0,1.0,6.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0,3.0,0.0,10.0,5.0,10.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13168.0
3004,2014,1,0.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,8.0,1.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,19138.0
3080,2014,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,7.0,2.0,3.0,1.0,4.0,1.0,1.0,8.0,19135.0
3112,2014,1,1.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,10011.0
3243,2014,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,2197.0
3248,2014,1,1.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6024.0
3287,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,20071.0
3336,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,6024.0
3337,2014,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,5.0,0.0,6.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13151.0
3425,2014,1,0.0,1.0,7.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,1.0,2.0,5.0,23.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,19135.0
3485,2014,1,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,9.0,1.0,6.0,5.0,2.0,1.0,0.0,8.0,8157.0
3493,2014,1,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,14.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,20130.0
3508,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,6167.0
3602,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,9.0,1.0,4.0,3.0,2.0,1.0,0.0,8.0,8145.0
3614,2014,1,1.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,2.0,3.0,3.0,10.0,5.0,8.0,1.0,4.0,1.0,5.0,1.0,0.0,8.0,6171.0
3617,2014,1,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,1.0,0.0,6.0,2.0,2.0,4.0,8.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,3.0,10.0,4.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,9.0,2197.0
3712,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,11.0,6.0,2.0,0.0,6.0,7.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,13065.0
3715,2014,1,1.0,1.0,3.0,19.0,4.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,3.0,16.0,4.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,19135.0
3717,2014,1,1.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,4045.0
3775,2014,1,1.0,1.0,3.0,19.0,6.0,0.0,0.0,1.0,0.0,1.0,23.0,6.0,1.0,3.0,6.0,0.0,3.0,1.0,13.0,6.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,8.0,19043.0
3786,2014,1,1.0,1.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,2.0,6.0,0.0,1.0,7.0,22.0,3.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,8.0,19135.0
3787,2014,1,1.0,1.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,5.0,2.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,10155.0
3792,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,3.0,1.0,14.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,2.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,20208.0
3863,2014,1,0.0,2.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,12.0,1.0,7.0,7.0,0.0,1.0,3.0,8.0,19135.0
3891,2014,1,1.0,1.0,4.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,1.0,0.0,5.0,0.0,1.0,2.0,20.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,16070.0
3920,2014,1,0.0,2.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,10.0,0.0,5.0,1.0,0.0,0.0,10.0,8.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,3.0,8.0,18002.0
3929,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,2.0,8.0,14048.0
3938,2014,1,0.0,1.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,3.0,2.0,3.0,2.0,0.0,8.0,4045.0
4046,2014,1,1.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,6.0,2.0,5.0,2.0,7.0,1.0,4.0,2.0,4.0,0.0,1.0,9.0,6171.0
4085,2014,1,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,9.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,16086.0
4095,2014,1,1.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,5.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6167.0
4155,2014,1,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,17.0,1.0,0.0,2.0,7.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,11.0,1.0,5.0,4.0,2.0,1.0,0.0,8.0,8145.0
4160,2014,1,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,2.0,7.0,2.0,3.0,3.0,0.0,0.0,2.0,8.0,20019.0
4195,2014,1,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,4.0,3.0,8.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,8.0,20069.0
4275,2014,1,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,4.0,6.0,0.0,0.0,8.0,11.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,10.0,6.0,2.0,8.0,2.0,4.0,3.0,2.0,2.0,0.0,8.0,2058.0
4353,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6167.0
4445,2014,1,1.0,1.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,10011.0
4511,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,5.0,1.0,3.0,7.0,11.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,8145.0
4568,2014,1,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,10.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,8126.0
4623,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,15.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,3.0,0.0,3.0,10.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,14048.0
4664,2014,1,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,9.0,1.0,6.0,6.0,0.0,0.0,2.0,8.0,14105.0
4675,2014,1,0.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,9.0,6167.0
4809,2014,1,1.0,1.0,3.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,5.0,8.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,19043.0
4854,2014,1,1.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,10005.0
4865,2014,1,1.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,6.0,12.0,0.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,6170.0
4883,2014,1,0.0,1.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,17033.0
4915,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,9.0,20054.0
4928,2014,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,3.0,0.0,6.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,2101.0
4967,2014,1,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,1.0,2.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,0.0,8.0,8074.0
5000,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,2.0,5.0,5.0,6.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,1.0,5.0,1.0,7.0,3.0,1.0,8.0,13151.0
5027,2014,1,0.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,19135.0
5028,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,11.0,1.0,7.0,7.0,0.0,0.0,0.0,8.0,20054.0
5044,2014,1,1.0,1.0,7.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,16070.0
5059,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,15.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,10.0,8.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,14105.0
5075,2014,1,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6170.0
5081,2014,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,3.0,1.0,8.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,14040.0
5139,2014,1,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,2.0,5.0,1.0,0.0,4.0,13.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,16178.0
5162,2014,1,0.0,1.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,11.0,13087.0
5164,2014,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,20127.0
5166,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,6024.0
5199,2014,1,1.0,1.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,35.0,5.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,6.0,1.0,3.0,1.0,3.0,2.0,0.0,8.0,10008.0
5258,2014,1,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,3.0,6.0,2.0,0.0,1.0,9.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,11.0,1.0,5.0,3.0,3.0,2.0,0.0,8.0,2101.0
5319,2014,1,0.0,1.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,15.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,20019.0
5332,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,13049.0
5518,2014,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,0.0,8.0,14077.0
5541,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,13151.0
5584,2014,1,1.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,16.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,9.0,10011.0
5620,2014,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,5.0,1.0,0.0,6.0,5.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,8012.0
5621,2014,1,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,5.0,10.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,14.0,18025.0
5628,2014,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,7.0,3.0,12.0,1.0,6.0,6.0,1.0,1.0,3.0,6.0,13065.0
5633,2014,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,2.0,13.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,9.0,19043.0
5665,2014,1,1.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,8.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,6.0,5.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0,2101.0
5695,2014,1,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,4.0,7.0,5.0,2.0,0.0,1.0,6.0,6.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,13049.0
5808,2014,1,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,6024.0
5859,2014,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,3.0,12.0,1.0,6.0,6.0,0.0,1.0,1.0,8.0,13168.0
5913,2014,1,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,3.0,8.0,8157.0
5920,2014,1,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,8145.0
