PerNo,yyyy_1,PerStatus_1,sex_1,工作分類_1,職等_1,廠區代碼_1,管理層級_1,工作資歷1_1,工作資歷2_1,工作資歷3_1,工作資歷4_1,工作資歷5_1,專案時數_1,專案總數_1,當前專案角色_1,特殊專案佔比_1,工作地點_1,訓練時數A_1,訓練時數B_1,訓練時數C_1,生產總額_1,榮譽數_1,是否升遷_1,升遷速度_1,近三月請假數A_1,近一年請假數A_1,近三月請假數B_1,近一年請假數B_1,出差數A_1,出差數B_1,出差集中度_1,年度績效等級A_1,年度績效等級B_1,年度績效等級C_1,年齡層級_1,婚姻狀況_1,年資層級A_1,年資層級B_1,年資層級C_1,任職前工作平均年數_1,眷屬量_1,通勤成本_1,歸屬部門_1,yyyy_2,PerStatus_2,sex_2,工作分類_2,職等_2,廠區代碼_2,管理層級_2,工作資歷1_2,工作資歷2_2,工作資歷3_2,工作資歷4_2,工作資歷5_2,專案時數_2,專案總數_2,當前專案角色_2,特殊專案佔比_2,工作地點_2,訓練時數A_2,訓練時數B_2,訓練時數C_2,生產總額_2,榮譽數_2,是否升遷_2,升遷速度_2,近三月請假數A_2,近一年請假數A_2,近三月請假數B_2,近一年請假數B_2,出差數A_2,出差數B_2,出差集中度_2,年度績效等級A_2,年度績效等級B_2,年度績效等級C_2,年齡層級_2,婚姻狀況_2,年資層級A_2,年資層級B_2,年資層級C_2,任職前工作平均年數_2,眷屬量_2,通勤成本_2,歸屬部門_2,yyyy,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,眷屬量,通勤成本,歸屬部門
385,2015,0,1.0,1.0,2.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,1.0,4.0,5.0,0.0,2.0,2.0,11.0,2.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,5.0,11.0,1.0,7.0,7.0,1.0,2.0,1.0,8.0,16001.0,2016,0,1.0,1.0,2.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,1.0,0.0,5.0,1.0,3.0,2.0,13.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,1.0,2.0,1.0,8.0,16001.0,2017,0,1.0,1.0,2.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,2.0,5.0,9.0,2.0,0.0,4.0,5.0,7.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,1.0,2.0,1.0,8.0,16001.0
389,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,6.0,6.0,2.0,0.0,1.0,4.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,5.0,9.0,1.0,4.0,4.0,1.0,1.0,1.0,8.0,14195.0,2016,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,6.0,6.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,8.0,2.0,9.0,1.0,5.0,4.0,1.0,1.0,1.0,8.0,14195.0,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,2.0,10.0,8.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,1.0,8.0,14195.0
390,2015,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,13.0,0.0,0.0,2.0,6.0,11.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,20208.0,2016,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,5.0,1.0,2.0,2.0,1.0,0.0,2.0,8.0,20208.0,2017,1,0.0,1.0,4.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,0.0,1.0,8.0,20208.0
392,2015,0,0.0,2.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,0.0,4.0,7.0,1.0,4.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,19138.0,2016,0,0.0,2.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,1.0,4.0,7.0,1.0,4.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,19138.0,2017,0,0.0,2.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,4.0,0.0,5.0,0.0,2.0,3.0,5.0,0.0,0.0,3.0,1.0,3.0,7.0,9.0,5.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,8.0,19138.0
398,2015,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,20208.0,2016,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,11.0,20208.0,2017,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,11.0,20208.0
402,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,5.0,5.0,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,8.0,13084.0,2016,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,5.0,9.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,8.0,13084.0,2017,0,1.0,1.0,4.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,8.0,13084.0
405,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,1.0,3.0,10.0,8.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,14105.0,2016,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,8.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,10.0,10.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,14105.0,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,14105.0
408,2015,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,2.0,8.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,14195.0,2016,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,5.0,6.0,6.0,0.0,0.0,1.0,31.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,4.0,2.0,9.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,14195.0,2017,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,5.0,9.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,14195.0
410,2015,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,3.0,7.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,2.0,6.0,13034.0,2016,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,8.0,2.0,4.0,4.0,0.0,0.0,2.0,6.0,13034.0,2017,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,2.0,4.0,4.0,0.0,0.0,2.0,6.0,13034.0
412,2015,0,1.0,2.0,2.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,3.0,1.0,2.0,7.0,1.0,4.0,10.0,1.0,5.0,5.0,0.0,0.0,3.0,8.0,17068.0,2016,0,1.0,2.0,2.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,4.0,10.0,1.0,5.0,5.0,0.0,0.0,3.0,9.0,17068.0,2017,0,1.0,2.0,2.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,1.0,1.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,3.0,9.0,17068.0
413,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,8.0,3.0,0.0,1.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13084.0,2016,0,1.0,1.0,7.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,8.0,2.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,13084.0,2017,0,1.0,1.0,4.0,13.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,13084.0
414,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,10.0,6.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,1.0,8.0,13084.0,2016,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,15.0,6.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,8.0,13084.0,2017,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,9.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,8.0,13084.0
421,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,5.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,8.0,8181.0,2016,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,8.0,8181.0,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,1.0,0.0,1.0,11.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,8.0,8181.0
424,2015,0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,4.0,9.0,2.0,4.0,4.0,1.0,1.0,0.0,8.0,19174.0,2016,0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,9.0,2.0,5.0,4.0,1.0,1.0,0.0,8.0,19174.0,2017,0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,9.0,2.0,5.0,4.0,1.0,1.0,0.0,8.0,19036.0
425,2015,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,15.0,5.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,16001.0,2016,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,8.0,5.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,16001.0,2017,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,8.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,16001.0
426,2015,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,13151.0,2016,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,5.0,4.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,6.0,0.0,1.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,8.0,13151.0,2017,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,5.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,13151.0
429,2015,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8126.0,2016,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,8126.0,2017,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,4.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,10.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,8.0,8126.0
430,2015,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,2.0,6.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,7.0,1.0,3.0,3.0,1.0,1.0,0.0,8.0,14040.0,2016,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,4.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,10.0,9.0,5.0,7.0,1.0,3.0,3.0,1.0,1.0,0.0,8.0,14040.0,2017,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,8.0,1.0,3.0,3.0,1.0,1.0,0.0,8.0,14040.0
431,2015,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,20071.0,2016,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,8.0,11.0,1.0,1.0,1.0,0.0,0.0,10.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,8.0,20071.0,2017,1,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,11.0,2.0,1.0,1.0,0.0,0.0,10.0,3.0,2.0,9.0,1.0,5.0,4.0,1.0,1.0,2.0,8.0,20071.0
435,2015,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,8.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,5.0,0.0,4.0,5.0,9.0,2.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,8.0,14105.0,2016,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,10.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,4.0,0.0,4.0,5.0,1.0,2.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,8.0,14105.0,2017,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,5.0,0.0,7.0,5.0,1.0,5.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,8.0,14105.0
438,2015,0,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,6.0,0.0,0.0,3.0,26.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,3.0,0.0,4.0,6.0,1.0,4.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,8.0,14040.0,2016,0,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,2.0,8.0,14040.0,2017,0,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,4.0,10.0,1.0,6.0,6.0,0.0,0.0,2.0,8.0,14057.0
439,2015,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,12.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,5.0,9.0,1.0,3.0,2.0,4.0,1.0,3.0,8.0,8157.0,2016,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,9.0,1.0,4.0,2.0,4.0,1.0,3.0,8.0,8157.0,2017,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,10.0,1.0,4.0,2.0,4.0,1.0,3.0,8.0,8157.0
442,2015,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,2.0,6.0,0.0,0.0,3.0,12.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,13191.0,2016,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,2.0,2.0,6.0,1.0,0.0,2.0,9.0,2.0,0.0,2.0,2.0,11.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,10.0,13191.0,2017,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,2.0,6.0,0.0,0.0,2.0,7.0,2.0,0.0,3.0,4.0,9.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,10.0,13191.0
448,2015,0,1.0,1.0,4.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,4.0,5.0,1.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,5.0,10.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,13034.0,2016,0,1.0,1.0,4.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,8.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,4.0,0.0,3.0,10.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,10.0,13034.0,2017,0,1.0,1.0,4.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,2.0,3.0,6.0,0.0,0.0,3.0,7.0,1.0,0.0,2.0,4.0,9.0,0.0,0.0,4.0,0.0,6.0,10.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,8.0,13034.0
452,2015,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,19.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,2197.0,2016,0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,16.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,8.0,2197.0,2017,0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,13.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,4.0,8.0,1.0,3.0,3.0,1.0,1.0,2.0,8.0,2169.0
